Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Foundations for Workflow Application Scheduling on D-Wave System,Computational Science – ICCS 2020,,,,10.1007/978-3-030-50433-5_40,Dawid TomasiewiczMaciej PawlikMaciej MalawskiKatarzyna Rycerz,2020,https://link.springer.com/chapter/10.1007/978-3-030-50433-5_40,Conference paper
New Dimensions of Information Warfare: The Economic Pillar—Fintech and Cryptocurrencies,Risks and Security of Internet and Systems,,,,10.1007/978-3-030-68887-5_1,Maurantonio CaproluStefano CresciSimone RaponiRoberto Di Pietro,2021,https://link.springer.com/chapter/10.1007/978-3-030-68887-5_1,Conference paper
Ordinal Quantification Through Regularization,Machine Learning and Knowledge Discovery in Databases,,,,10.1007/978-3-031-26419-1_3,Mirko BunseAlejandro MoreoFabrizio SebastianiMartin Senz,2023,https://link.springer.com/chapter/10.1007/978-3-031-26419-1_3,Conference paper
Privacy-Preserving Authenticated Key Exchange: Stronger Privacy and Generic Constructions,Computer Security – ESORICS 2021,,,,10.1007/978-3-030-88428-4_33,Sebastian RamacherDaniel SlamanigAndreas Weninger,2021,https://link.springer.com/chapter/10.1007/978-3-030-88428-4_33,Conference paper
Research on Cultivating Senior Technical Talents Based on the Internet of Things Platform,Advances in Artificial Intelligence and Security,,,,10.1007/978-3-030-78621-2_35,Jian ZhaoShengqian MaQiang WeiChao ZhangChunling JiangShunwei WuBaitao FengZhenyuan HanYi LiuLe ChangJingfang Tan,2021,https://link.springer.com/chapter/10.1007/978-3-030-78621-2_35,Conference paper
"Neocortex and Bridges-2: A High Performance AI+HPC Ecosystem for Science, Discovery, and Societal Good",High Performance Computing,,,,10.1007/978-3-030-68035-0_15,Paola A. BuitragoNicholas A. Nystrom,2021,https://link.springer.com/chapter/10.1007/978-3-030-68035-0_15,Conference paper
"Verifier-on-a-Leash: New Schemes for Verifiable Delegated Quantum Computation, with Quasilinear Resources",Advances in Cryptology – EUROCRYPT 2019,,,,10.1007/978-3-030-17659-4_9,Andrea ColadangeloAlex B. GriloStacey JefferyThomas Vidick,2019,https://link.springer.com/chapter/10.1007/978-3-030-17659-4_9,Conference paper
Investigating Students’ Use of a Social Annotation Tool in an English for Science and Technology Course,Emerging Technologies for Education,,,,10.1007/978-3-030-38778-5_33,Jianqiu Tian,2020,https://link.springer.com/chapter/10.1007/978-3-030-38778-5_33,Conference paper
E-Payment Continuance Usage: The Roles of Perceived Trust and Perceived Security,Computational Science and Its Applications – ICCSA 2022 Workshops,,,,10.1007/978-3-031-10548-7_19,Thanh D. NguyenQuynh N. T. Tran,2022,https://link.springer.com/chapter/10.1007/978-3-031-10548-7_19,Conference paper
A Blockchain-Based IoT Data Secure Vickery Auction System,Advances in Artificial Intelligence and Security,,,,10.1007/978-3-031-06764-8_10,Haohui WangXiubo ChenHaseeb AhmadGang XuYixian Yang,2022,https://link.springer.com/chapter/10.1007/978-3-031-06764-8_10,Conference paper
Multipath QUIC – Directions of the Improvements,"Broadband Communications, Networks, and Systems",,,,10.1007/978-3-030-93479-8_13,Michał MorawskiMichał Karbowańczyk,2022,https://link.springer.com/chapter/10.1007/978-3-030-93479-8_13,Conference paper
A Blockchain-Based Long-Term Time-Stamping Scheme,Computer Security – ESORICS 2022,,,,10.1007/978-3-031-17140-6_1,Long MengLiqun Chen,2022,https://link.springer.com/chapter/10.1007/978-3-031-17140-6_1,Conference paper
"Executive Function and&#xa0;Intelligent Goal-Directed Behavior: Perspectives from&#xa0;Psychology, Neurology, and&#xa0;Computer Science",Software Engineering and Formal Methods. SEFM 2022 Collocated Workshops,,,,10.1007/978-3-031-26236-4_27,Graham PluckAntonio CeroneDavid Villagomez-Pacheco,2023,https://link.springer.com/chapter/10.1007/978-3-031-26236-4_27,Conference paper
A Tele Encephalopathy Diagnosis Based on EEG Signal Compression and Encryption,Advances in Cyber Security,,,,10.1007/978-981-33-6835-4_10,Azmi Shawkat AbdulbaqiSalwa Mohammed NejrsSawsan D. MahmoodIsmail Yusuf Panessai,2021,https://link.springer.com/chapter/10.1007/978-981-33-6835-4_10,Conference paper
Cloud and Its Security Impacts on Managing a Workforce Remotely: A Reflection to Cover Remote Working Challenges,"Cybersecurity, Privacy and Freedom Protection in the Connected World",,,,10.1007/978-3-030-68534-8_18,Usman Javed ButtWilliam RichardsonAthar NoumanHaiiel-Marie AgboCaleb EghanFaisal Hashmi,2021,https://link.springer.com/chapter/10.1007/978-3-030-68534-8_18,Conference paper
A Verifiable and Practical Lattice-Based Decryption Mix Net with External Auditing,Computer Security – ESORICS 2020,,,,10.1007/978-3-030-59013-0_17,Xavier BoyenThomas HainesJohannes Müller,2020,https://link.springer.com/chapter/10.1007/978-3-030-59013-0_17,Conference paper
Sentiment Analysis from Student Feedbacks Using Supervised Machine Learning Approaches,Innovations in Intelligent Computing and Communication,,,,10.1007/978-3-031-23233-6_21,Preeti RoutrayChinmaya Kumar SwainRakesh Chandra Balabantaray,2022,https://link.springer.com/chapter/10.1007/978-3-031-23233-6_21,Conference paper
SiDD: The Situation-Aware Distributed Deployment System,Service-Oriented Computing  – ICSOC 2020 Workshops,,,,10.1007/978-3-030-76352-7_11,Kálmán KépesFrank LeymannBenjamin WederKaroline Wild,2021,https://link.springer.com/chapter/10.1007/978-3-030-76352-7_11,Conference paper
How the Education System Should Respond to the Technological Development and Informatization of the Society,Modern Information Technology and IT Education,,,,10.1007/978-3-030-78273-3_3,Esen BidaibekovVadim Grinshkun,2021,https://link.springer.com/chapter/10.1007/978-3-030-78273-3_3,Conference paper
Development of a Virtual Laboratory for Nanoscience Experiments Using High-Speed Academic Network Technology,Learning Technology for Education Challenges,,,,10.1007/978-3-030-81350-5_2,Roberto FerroNathaly Marín-MedinaDario Liberona,2021,https://link.springer.com/chapter/10.1007/978-3-030-81350-5_2,Conference paper
A Study on&#xa0;the&#xa0;Challenges and&#xa0;Countermeasures of&#xa0;Blockchain Industry and Technology Development - Guangdong Province as&#xa0;an&#xa0;Example,Blockchain and Trustworthy Systems,,,,10.1007/978-981-16-7993-3_47,Li LiTaoye Wang,2021,https://link.springer.com/chapter/10.1007/978-981-16-7993-3_47,Conference paper
Outcomes of OpenMP Hackathon: OpenMP Application Experiences with the Offloading Model (Part I),OpenMP: Enabling Massive Node-Level Parallelism,,,,10.1007/978-3-030-85262-7_5,Barbara ChapmanBuu PhamCharlene YangChristopher DaleyColleen BertoniDhruva KulkarniDossay OryspayevEd D’AzevedoJohannes DoerfertKeren ZhouKiran RavikumarMark GordonMauro Del BenMeifeng LinMelisa AlkanMichael KruseOscar HernandezP. K. YeungPaul LinPeng XuSwaroop PophaleTosaporn SattasathuchanaVivek KaleWilliam HuhnYun (Helen) He,2021,https://link.springer.com/chapter/10.1007/978-3-030-85262-7_5,Conference paper
Location and Path Planning of Cross-Border E-Commerce Logistics Distribution Center in Cloud Computing Environment,Advanced Hybrid Information Processing,,,,10.1007/978-3-030-67871-5_4,Yi-huo Jiang,2021,https://link.springer.com/chapter/10.1007/978-3-030-67871-5_4,Conference paper
Ontological Formalisation of&#xa0;Mathematical Equations for&#xa0;Phenomic Data Exploitation,The Semantic Web: ESWC 2021 Satellite Events,,,,10.1007/978-3-030-80418-3_30,Felipe Vargas-Rojas,2021,https://link.springer.com/chapter/10.1007/978-3-030-80418-3_30,Conference paper
Web Based GIS Village Information System: A Review,Recent Trends in Image Processing and Pattern Recognition,,,,10.1007/978-981-16-0507-9_33,Reena H. ChaudhariBidoor Noori IshaqBharti W. Gawali,2021,https://link.springer.com/chapter/10.1007/978-981-16-0507-9_33,Conference paper
Including the Excluded: Achieving Representation Through Strengthening Health Information Systems in Lao PDR,Freedom and Social Inclusion in a Connected World,,,,10.1007/978-3-031-19429-0_11,Elaine ByrneJørn A. BraaJohn LewisSam BouphaChansally Phommavong,2022,https://link.springer.com/chapter/10.1007/978-3-031-19429-0_11,Conference paper
"Investigation of&#xa0;a&#xa0;Queueing System with&#xa0;Two Classes of&#xa0;Jobs, Bernoulli Feedback, and&#xa0;a&#xa0;Threshold Switching Algorithm",Mathematical Modeling and Supercomputer Technologies,,,,10.1007/978-3-031-24145-1_12,Andrei V. Zorine,2022,https://link.springer.com/chapter/10.1007/978-3-031-24145-1_12,Conference paper
Processing SPARQL Property Path Queries Online with Web Preemption,The Semantic Web,,,,10.1007/978-3-030-77385-4_4,Julien Aimonier-DavatHala Skaf-MolliPascal Molli,2021,https://link.springer.com/chapter/10.1007/978-3-030-77385-4_4,Conference paper
Transaction and Identity Authentication Security Model for E-Banking: Confluence of Quantum Cryptography and AI,Intelligent Technologies and Applications,,,,10.1007/978-981-13-6052-7_29,Tayyabah HassanFahad Ahmed,2019,https://link.springer.com/chapter/10.1007/978-981-13-6052-7_29,Conference paper
Offline Access to a Vehicle via PKI-Based Authentication,"Computer Safety, Reliability, and Security. SAFECOMP 2021 Workshops",,,,10.1007/978-3-030-83906-2_6,Jakub ArmPetr FiedlerOndrej Bastan,2021,https://link.springer.com/chapter/10.1007/978-3-030-83906-2_6,Conference paper
"Potential Contributions of Geomatics to Garden Design, Landscape Planning and Plant Disease Management",Geomatics for Green and Digital Transition,,,,10.1007/978-3-031-17439-1_21,B. DrusiM. DevecchiS. De PetrisD. BertettiM. AnibaldiW. GainoA. ViranoM. L. GullinoE. Borgogno-Mondino,2022,https://link.springer.com/chapter/10.1007/978-3-031-17439-1_21,Conference paper
Employing an IoT Framework as a Generic Serious Games Analytics Engine,Games and Learning Alliance,,,,10.1007/978-3-030-63464-3_8,Luca LazzaroniAndrea MazzaraFrancesco BellottiAlessandro De GloriaRiccardo Berta,2020,https://link.springer.com/chapter/10.1007/978-3-030-63464-3_8,Conference paper
Integrated Modeling and Development of Component-Based Embedded Software in Scala,"Leveraging Applications of Formal Methods, Verification and Validation",,,,10.1007/978-3-030-89159-6_16,Klaus HavelundRobert Bocchino,2021,https://link.springer.com/chapter/10.1007/978-3-030-89159-6_16,Conference paper
"The BabelBox: An Embedded System for Score Distribution on Raspberry Pi with INScore, SmartVox and BabelScores","Perception, Representations, Image, Sound, Music",,,,10.1007/978-3-030-70210-6_23,Jonathan BellDominique FoberDaniel Fígols-CuevasPedro Garcia-Velasquez,2021,https://link.springer.com/chapter/10.1007/978-3-030-70210-6_23,Conference paper
Dual-Band Microstrip Patch Antenna for 5G-NR Applications,Distributed Computing and Optimization Techniques,,,,10.1007/978-981-19-2281-7_37,R. ManuC. M. BhoomikaAbhinandan Ajit JugaleMohammed Riyaz Ahmed,2022,https://link.springer.com/chapter/10.1007/978-981-19-2281-7_37,Conference paper
A State of the Art Survey and Research Directions on Blockchain Based Electronic Voting System,Advances in Cyber Security,,,,10.1007/978-981-33-6835-4_17,Uzma JafarMohd Juzaiddin Ab Aziz,2021,https://link.springer.com/chapter/10.1007/978-981-33-6835-4_17,Conference paper
Intelligent Systems for&#xa0;Optimal Production Control of&#xa0;Unique Products,Distributed Computer and Communication Networks,,,,10.1007/978-3-030-97110-6_35,A. E. TyulinA. A. ChursinI. N. DubinaA. V. YudinP. Yu. Grosheva,2022,https://link.springer.com/chapter/10.1007/978-3-030-97110-6_35,Conference paper
Pattern Views: Concept and Tooling for Interconnected Pattern Languages,Service-Oriented Computing,,,,10.1007/978-3-030-64846-6_6,Manuela WeigoldJohanna BarzenUwe BreitenbücherMichael FalkenthalFrank LeymannKaroline Wild,2020,https://link.springer.com/chapter/10.1007/978-3-030-64846-6_6,Conference paper
Teaching Analysis of Digital Marketing Mode Under the Influence of Big Data,"Application of Big Data, Blockchain, and Internet of Things for Education Informatization",,,,10.1007/978-3-030-87903-7_41,Jinhong Zhao,2021,https://link.springer.com/chapter/10.1007/978-3-030-87903-7_41,Conference paper
Degree-D Reverse Multiplication-Friendly Embeddings: Constructions and&#xa0;Applications,Advances in Cryptology – ASIACRYPT 2023,,,,10.1007/978-981-99-8721-4_4,Daniel EscuderoCheng HongHongqing LiuChaoping XingChen Yuan,2023,https://link.springer.com/chapter/10.1007/978-981-99-8721-4_4,Conference paper
A Public Auditing Framework Against Malicious Auditors for Cloud Storage Based on Blockchain,Security and Privacy in New Computing Environments,,,,10.1007/978-3-030-66922-5_20,Song LiJian LiuGuannan Yang,2021,https://link.springer.com/chapter/10.1007/978-3-030-66922-5_20,Conference paper
Ethics and Regulation of Artificial Intelligence,Artificial Intelligence for Knowledge Management,,,,10.1007/978-3-030-80847-1_1,Anthony Wong,2021,https://link.springer.com/chapter/10.1007/978-3-030-80847-1_1,Conference paper
Security Concerns at Various Network Phases Through Blockchain Technology,Applications of Artificial Intelligence and Machine Learning,,,,10.1007/978-981-16-3067-5_45,Anju DeviGeetanjali RatheeHemraj Saini,2021,https://link.springer.com/chapter/10.1007/978-981-16-3067-5_45,Conference paper
Echo State Networks in Data Marketplaces for Digital Content Creation,Engineering Applications of Neural Networks,,,,10.1007/978-3-031-08223-8_31,Will Serrano,2022,https://link.springer.com/chapter/10.1007/978-3-031-08223-8_31,Conference paper
Design of Southbound Interfaces in&#xa0;Heterogeneous Software-Defined Satellite&#xa0;Networks,Space Information Network,,,,10.1007/978-981-16-1967-0_13,Xiupu LangLin Gui,2021,https://link.springer.com/chapter/10.1007/978-981-16-1967-0_13,Conference paper
"A Survey of Advanced Encryption for Database Security: Primitives, Schemes, and Attacks",Foundations and Practice of Security,,,,10.1007/978-3-030-70881-8_7,Buvana GaneshPaolo Palmieri,2021,https://link.springer.com/chapter/10.1007/978-3-030-70881-8_7,Conference paper
"Intelligence Augmentation for Educators, Training Professionals, and Learners",Adaptive Instructional Systems. Design and Evaluation,,,,10.1007/978-3-030-77857-6_15,Nkaepe OlaniyiJessie Chuang,2021,https://link.springer.com/chapter/10.1007/978-3-030-77857-6_15,Conference paper
Performance Management in Clustered Edge Architectures Using Particle Swarm Optimization,Cloud Computing and Services Science,,,,10.1007/978-3-030-72369-9_10,Shelernaz AzimiClaus PahlMirsaeid Hosseini Shirvani,2021,https://link.springer.com/chapter/10.1007/978-3-030-72369-9_10,Conference paper
SyLPEnIoT: Symmetric Lightweight Predicate Encryption for Data Privacy Applications in IoT Environments,Computer Security – ESORICS 2021,,,,10.1007/978-3-030-88428-4_6,Tran Viet Xuan PhuongWilly SusiloGuomin YangJongkil KimYang-Wai ChowDongxi Liu,2021,https://link.springer.com/chapter/10.1007/978-3-030-88428-4_6,Conference paper
Oblivious Pseudorandom Functions from Isogenies,Advances in Cryptology – ASIACRYPT 2020,,,,10.1007/978-3-030-64834-3_18,Dan BonehDmitry KoganKatharine Woo,2020,https://link.springer.com/chapter/10.1007/978-3-030-64834-3_18,Conference paper
On the Use of BLAS Libraries in Modern Scientific Codes at Scale,"Driving Scientific and Engineering Discoveries Through the Convergence of HPC, Big Data and AI",,,,10.1007/978-3-030-63393-6_5,Harry WaughSimon McIntosh-Smith,2020,https://link.springer.com/chapter/10.1007/978-3-030-63393-6_5,Conference paper
Research on IoT Security Technology and Standardization in the 5G Era,Security and Privacy in New Computing Environments,,,,10.1007/978-3-030-66922-5_5,Qin QiuXuetao DuShengquan YuChenyu WangShenglan LiuBei ZhaoLing Chang,2021,https://link.springer.com/chapter/10.1007/978-3-030-66922-5_5,Conference paper
Optimizing GPU-Enhanced HPC System and Cloud Procurements for Scientific Workloads,High Performance Computing,,,,10.1007/978-3-030-78713-4_17,Richard Todd EvansMatthew CawoodStephen Lien HarrellLei HuangSi LiuChun-Yaung LuAmit RuhelaYinzhi WangZhao Zhang,2021,https://link.springer.com/chapter/10.1007/978-3-030-78713-4_17,Conference paper
6G Applications and Standards - An Overview,Forthcoming Networks and Sustainability in the IoT Era,,,,10.1007/978-3-030-69431-9_4,Suleiman AbdullahiFadi Al-Turjman,2021,https://link.springer.com/chapter/10.1007/978-3-030-69431-9_4,Conference paper
Daric: A Storage Efficient Payment Channel with&#xa0;Punishment Mechanism,Information Security,,,,10.1007/978-3-031-22390-7_15,Arash MirzaeiAmin SakzadJiangshan YuRon Steinfeld,2022,https://link.springer.com/chapter/10.1007/978-3-031-22390-7_15,Conference paper
An Investigation into an Approach to Updating the Governance of Satellite Communications to Enhance Cyber Security,"Cybersecurity, Privacy and Freedom Protection in the Connected World",,,,10.1007/978-3-030-68534-8_3,Lesley-Anne TurnerHamid Jahankhani,2021,https://link.springer.com/chapter/10.1007/978-3-030-68534-8_3,Conference paper
